band,ss,site_name,island,year,zone,utm_e,utm_n,sex,age,mass,wing,tarsus,primext,billd,billw,billl,bill_sa,bodsize,billsc,maxt,veg1,veg2
2661-31914,215,ro72,RO,2014,10,772174,3766403,M,ASY,21,61.9,19.86,7.39,6.11,5.19,9.39,83.33624292,0.314598893,3.02561991,22.4,0.454463329,-0.969007455
2661-31915,216,ro73,RO,2014,10,772096,3766489,M,ASY,22.3,60.37,19.56,6.58,6.13,5.36,9.32,84.10577604,0.465646197,3.619259062,22.4,1.28259118,-0.983193814
2661-31916,217,ro74,RO,2014,10,771947,3766347,M,ASY,21.3,60.67,19.95,4.51,5.9,4.78,9.44,79.18321452,0.029737859,-0.795688981,22.4,1.046448668,-1.178419157
2661-31917,218,ro75,RO,2014,10,772785,3765646,M,SY,19.9,60.65,18.08,7.98,5.83,5.03,8.98,76.59422801,-0.740953775,-2.487208235,22.3,-1.192099072,-0.633273191
2661-31918,219,ro76,RO,2014,10,773037,3765338,M,ASY,20.4,60.28,19.83,6.12,5.87,4.91,8.68,73.49002031,-0.603209586,-5.751818479,22.3,-0.182044767,-0.564279066
2661-31919,220,ro77,RO,2014,10,772991,3765440,M,ASY,19.8,61.1,19.85,6.13,5.84,4.65,9.3,76.62108863,-0.631416464,-2.587903365,22.3,-0.927761722,0.231861995
2661-31921,222,ro78,RO,2014,10,772925,3765521,F,SY,20.3,57.6,18.28,5.37,6.41,5.42,9.35,86.87328355,-1.634841543,8.832775956,22.3,-0.845200499,-0.376896802
2661-31922,223,ro78,RO,2014,10,772925,3765521,M,ASY,21.5,62.15,19.99,6.94,5.94,4.92,9.18,78.30011282,0.67838939,-2.434142736,22.3,-0.845200499,-0.376896802
2661-31923,224,ro89,RO,2014,10,772892,3765446,M,SY,22,61.6,19.39,6.72,6.06,5.4,9.03,81.27598646,0.750507231,0.457749973,22.3,-0.05201048,-0.940527926
2661-31924,225,ro90,RO,2014,10,772895,3765643,M,ASY,22.2,62.24,19.37,5.99,6.04,4.99,9.25,80.13221112,1.092902473,-1.084743225,22.3,-0.05201048,-0.940527926
2661-31925,226,ro14,RO,2014,10,772297,3766920,M,ASY,22.4,61.06,21.25,4.49,5.9,4.75,9.16,76.61873243,0.771742422,-4.224232349,22.4,-0.911146758,-0.281967229
2661-31926,227,ro13,RO,2014,10,772291,3766822,M,ASY,23.2,62.48,19.66,5.95,6.1,5.67,8.58,79.31469017,1.725689854,-2.639142493,22.4,1.797261613,-0.579262159
2661-31928,229,ro15,RO,2014,10,772536,3766728,F,ASY,21.5,59.74,19.15,5.09,6.09,5.17,9.59,84.80996404,-0.200274487,5.098908976,22.4,-0.927761722,0.231861995
2661-31929,230,ro15,RO,2014,10,772536,3766728,M,ASY,21.7,61.06,20.35,5.5,6.08,4.82,9.39,80.38628742,0.390042513,-0.012189376,22.4,-0.927761722,0.231861995
2661-31933,234,ro16,RO,2014,10,772479,3766645,F,ASY,19.2,58.84,19.52,5.23,5.87,4.97,8.63,73.47336987,-1.782563068,-4.395116612,22.4,-0.909332391,-0.586790545
2661-31934,235,ro16,RO,2014,10,772479,3766645,M,ASY,21.2,63.48,18.78,6.82,6.02,4.98,9.34,80.69180731,0.999709506,-0.416624207,22.4,-0.909332391,-0.586790545
2661-31935,236,ro17,RO,2014,10,772578,3766556,F,SY,22.4,58.29,18.06,7.78,6.12,5.25,9.07,80.99489246,-0.23817415,1.327971399,22.4,0.891826914,-0.482731413
2661-31936,237,ro18,RO,2014,10,772601,3766800,M,ASY,20.6,61.3,19.47,4.99,6.05,4.71,9.92,83.83277164,-0.122269833,4.030880475,22.4,-0.087344338,-0.90136245
2661-31937,238,ro91,RO,2014,10,772334,3766378,F,SY,20.5,57.72,19.22,4.42,5.9,4.8,9.42,79.16342248,-1.482033528,0.944970577,22.4,-0.51727836,-0.619386494
2661-31938,239,ro92,RO,2014,10,772298,3766478,M,SY,22.8,63.11,19.92,6.57,6.2,5.67,9.33,86.98056894,1.737267837,5.013253763,22.4,0.46521102,-0.923322658
2661-31939,240,ro91,RO,2014,10,772334,3766378,M,SY,21.8,60.06,19.46,5.78,6,5.01,9.72,84.05111233,0.079980251,4.01370177,22.4,-0.51727836,-0.619386494
2661-31940,241,ro92,RO,2014,10,772298,3766478,F,ASY,21,59.91,20.14,6.36,5.98,5,9.24,79.68272775,-0.410936839,0.216988134,22.4,0.46521102,-0.923322658
2661-31941,242,ro92,RO,2014,10,772298,3766478,F,SY,18.7,60.6,19.77,7.61,5.9,5.13,8.51,73.72163423,-1.413526017,-4.57659439,22.4,0.46521102,-0.923322658
2661-31942,243,ro93,RO,2014,10,772370,3766139,M,ASY,22,61.1,20.84,5.59,5.99,5,9.32,80.4458206,0.568211821,-0.160133627,22.4,-1.127967181,-0.423379448
2661-31943,244,ro94,RO,2014,10,772400,3766141,M,ASY,20.6,60.82,19.82,6.85,6.25,5.27,8.78,79.43956848,-0.297273426,-0.158531716,22.4,-1.192099072,-0.633273191
2661-31944,245,ro95,RO,2014,10,772234,3766431,M,ASY,22.9,61.13,18.75,5.03,5.93,5.24,9.7,85.09710561,1.069906571,3.906929898,22.4,1.482796638,-0.327952371
